response_id,date,customer_id,score,feedback,touchpoint,customer_segment
8617,2025-05-19,C38407,3,Difficult to use.,Email,SMB
8618,2025-05-28,C65037,4,Too expensive for what it offers.,Website,Consumer
8619,2025-04-27,C87609,1,Not intuitive enough.,Mobile App,Consumer
8620,2025-04-02,C11453,10,Transformative for our operations.,Email,SMB
8621,2025-04-09,C91581,2,Would not recommend.,Email,Enterprise
8622,2025-05-10,C78681,3,Frequent issues and bugs.,Email,Enterprise
8623,2025-05-19,C21524,2,Not intuitive enough.,Support,SMB
8624,2025-05-26,C10549,6,Good product overall.,Website,SMB
8625,2025-04-06,C46964,10,Excellent ROI for our business.,Website,Enterprise
8626,2025-05-07,C91168,4,Disappointed with the service.,Email,Consumer
8627,2025-04-16,C33226,1,Disappointed with the service.,Support,Consumer
8628,2025-05-30,C46130,5,Some features could be better.,Email,Enterprise
8629,2025-05-07,C30919,5,Could use some improvements.,Support,Enterprise
8630,2025-05-06,C56936,6,Good but room for improvement.,Mobile App,Consumer
8631,2025-04-15,C65176,8,Highly recommended!,Email,Enterprise
8632,2025-04-19,C31004,5,Good product overall.,Email,Consumer
8633,2025-04-26,C84566,5,Could use some improvements.,Mobile App,SMB
8634,2025-05-11,C24048,4,Difficult to use.,Support,Consumer
8635,2025-04-12,C30336,6,Average experience.,Website,Enterprise
8636,2025-05-07,C31102,10,Best in class solution!,Support,SMB
8637,2025-05-18,C94033,1,Needs significant improvement.,Support,Enterprise
8638,2025-04-24,C72288,8,Very intuitive interface.,Mobile App,Enterprise
8639,2025-05-27,C99976,3,Too expensive for what it offers.,Mobile App,SMB
8640,2025-05-02,C20540,8,Highly recommended!,Email,SMB
8641,2025-05-29,C66031,10,Excellent product and service!,Mobile App,SMB
8642,2025-04-07,C46759,9,Very intuitive interface.,Email,SMB
8643,2025-05-18,C91270,7,Satisfactory service.,Website,Enterprise
8644,2025-04-04,C18240,9,Best in class solution!,Support,Consumer
8645,2025-05-15,C50757,2,Difficult to use.,Support,Enterprise
8646,2025-04-22,C85701,7,Works as expected.,Email,Consumer
8647,2025-05-19,C65390,4,Would not recommend.,Website,Consumer
8648,2025-04-05,C57084,8,Excellent ROI for our business.,Mobile App,Consumer
8649,2025-04-26,C75134,3,Not worth the price.,Website,SMB
8650,2025-04-15,C20731,5,Satisfactory service.,Support,SMB
8651,2025-04-13,C82150,6,Generally satisfied.,Support,Enterprise
8652,2025-05-01,C53869,9,Excellent ROI for our business.,Email,Consumer
8653,2025-04-11,C74598,8,Excellent product and service!,Email,SMB
8654,2025-05-20,C50684,3,Too expensive for what it offers.,Website,Consumer
8655,2025-05-12,C16113,5,Meets our basic needs.,Mobile App,SMB
8656,2025-04-05,C36798,4,Not intuitive enough.,Mobile App,Consumer
8657,2025-05-03,C92473,8,Great value for money.,Website,SMB
8658,2025-04-06,C45668,3,Frequent issues and bugs.,Email,Enterprise
8659,2025-05-19,C45661,6,Generally satisfied.,Mobile App,Enterprise
8660,2025-04-13,C58483,5,Decent performance.,Email,Consumer
8661,2025-04-10,C32980,6,Generally satisfied.,Website,Consumer
8662,2025-04-26,C36337,2,Too expensive for what it offers.,Website,Enterprise
8663,2025-04-13,C74860,9,Exceeded our expectations.,Support,Consumer
8664,2025-04-09,C34349,5,Decent performance.,Website,SMB
8665,2025-05-21,C19770,5,Good but room for improvement.,Email,Consumer
8666,2025-05-06,C75091,1,Not worth the price.,Mobile App,SMB
8667,2025-04-04,C76944,3,Not worth the price.,Support,Consumer
8668,2025-04-29,C16815,4,Not intuitive enough.,Email,Consumer
8669,2025-04-18,C24396,10,Transformative for our operations.,Support,Enterprise
8670,2025-04-18,C20017,6,Average experience.,Support,Consumer
8671,2025-04-29,C92901,3,Not worth the price.,Mobile App,Consumer
8672,2025-04-19,C96515,2,Would not recommend.,Support,SMB
8673,2025-04-09,C71043,5,Average experience.,Email,SMB
8674,2025-04-09,C56615,2,Disappointed with the service.,Email,Consumer
8675,2025-05-29,C13911,3,Too expensive for what it offers.,Mobile App,Consumer
8676,2025-04-11,C75571,9,Great value for money.,Mobile App,SMB
8677,2025-05-21,C29268,2,Frequent issues and bugs.,Email,Enterprise
8678,2025-04-29,C72675,9,Excellent ROI for our business.,Email,SMB
8679,2025-05-15,C48491,8,Excellent ROI for our business.,Website,SMB
8680,2025-05-07,C96246,2,Poor customer support.,Email,Consumer
8681,2025-04-27,C88936,9,Outstanding support team.,Email,Consumer
8682,2025-05-26,C84069,4,Too many problems.,Support,Consumer
8683,2025-04-30,C55911,2,Needs significant improvement.,Mobile App,SMB
8684,2025-04-28,C39026,2,Would not recommend.,Email,Consumer
8685,2025-04-07,C75149,3,Too many problems.,Support,SMB
8686,2025-05-26,C83479,9,Transformative for our operations.,Mobile App,Consumer
8687,2025-04-29,C67734,7,Satisfactory service.,Support,Enterprise
8688,2025-05-08,C84248,3,Poor customer support.,Website,Consumer
8689,2025-05-18,C49518,6,Could use some improvements.,Email,SMB
8690,2025-04-24,C56013,5,Works as expected.,Mobile App,Consumer
8691,2025-05-10,C37478,2,Disappointed with the service.,Mobile App,SMB
8692,2025-05-11,C17487,2,Frequent issues and bugs.,Email,Consumer
8693,2025-05-25,C96671,3,Not intuitive enough.,Email,Consumer
8694,2025-05-18,C17900,1,Poor customer support.,Support,Enterprise
8695,2025-04-12,C67918,5,Meets our basic needs.,Support,Consumer
8696,2025-04-30,C56697,9,Best in class solution!,Mobile App,Enterprise
8697,2025-05-22,C67107,7,Works as expected.,Website,SMB
8698,2025-05-01,C51109,4,Would not recommend.,Website,SMB
8699,2025-05-10,C28404,5,Satisfactory service.,Mobile App,Consumer
8700,2025-04-18,C47498,9,Great value for money.,Support,Consumer
8701,2025-05-08,C23304,2,Poor customer support.,Support,Consumer
8702,2025-05-17,C97325,5,Generally satisfied.,Support,SMB
8703,2025-05-01,C66152,7,Generally satisfied.,Email,SMB
8704,2025-04-10,C15807,9,Exceeded our expectations.,Mobile App,Consumer
8705,2025-04-01,C72729,9,Very intuitive interface.,Email,Consumer
8706,2025-04-14,C14584,6,Meets our basic needs.,Email,Consumer
8707,2025-05-08,C68856,9,Excellent ROI for our business.,Website,SMB
8708,2025-04-22,C12467,8,Best in class solution!,Email,SMB
8709,2025-05-25,C54200,4,Not worth the price.,Mobile App,Enterprise
8710,2025-04-02,C14161,2,Disappointed with the service.,Support,SMB
8711,2025-04-26,C13388,2,Would not recommend.,Mobile App,Enterprise
8712,2025-05-19,C38365,2,Poor customer support.,Email,Enterprise
8713,2025-05-28,C71374,2,Difficult to use.,Email,Consumer
8714,2025-04-25,C48821,3,Difficult to use.,Mobile App,Enterprise
8715,2025-05-04,C15048,8,Great value for money.,Website,Consumer
8716,2025-05-11,C25991,1,Poor customer support.,Email,Enterprise
8717,2025-04-28,C93918,5,Some features could be better.,Website,SMB
8718,2025-04-12,C97700,3,Poor customer support.,Email,Enterprise
8719,2025-04-26,C11839,7,Some features could be better.,Support,Enterprise
8720,2025-04-12,C22490,4,Difficult to use.,Website,Consumer
8721,2025-05-27,C22669,9,Exceeded our expectations.,Website,Consumer
8722,2025-05-10,C72752,10,Excellent ROI for our business.,Mobile App,Consumer
8723,2025-05-03,C98238,5,Meets our basic needs.,Email,SMB
8724,2025-04-06,C17483,10,Exceeded our expectations.,Website,Enterprise
8725,2025-04-24,C10290,9,Exceeded our expectations.,Mobile App,SMB
8726,2025-04-21,C80952,10,Very satisfied with the experience.,Website,Enterprise
8727,2025-05-25,C59478,9,Very satisfied with the experience.,Support,Enterprise
8728,2025-04-18,C98698,10,Best in class solution!,Email,SMB
8729,2025-05-29,C84249,10,Very satisfied with the experience.,Website,Enterprise
8730,2025-04-22,C39653,6,Good but room for improvement.,Website,SMB
8731,2025-05-17,C54173,5,Good product overall.,Mobile App,Consumer
8732,2025-05-14,C21024,10,Outstanding support team.,Mobile App,Consumer
8733,2025-05-19,C23173,4,Needs significant improvement.,Website,Enterprise
8734,2025-05-21,C84473,9,Exceeded our expectations.,Mobile App,Consumer
8735,2025-04-09,C60952,6,Good but room for improvement.,Mobile App,Consumer
8736,2025-04-28,C61901,7,Good but room for improvement.,Mobile App,SMB
8737,2025-05-23,C22065,10,Highly recommended!,Support,Consumer
8738,2025-05-31,C41902,3,Poor customer support.,Website,Enterprise
8739,2025-04-11,C74680,7,Some features could be better.,Support,Enterprise
8740,2025-04-20,C62180,4,Would not recommend.,Support,Enterprise
8741,2025-04-06,C42907,8,Excellent product and service!,Support,Consumer
8742,2025-04-29,C84940,5,Satisfactory service.,Mobile App,SMB
8743,2025-05-09,C79249,3,Would not recommend.,Support,Consumer
8744,2025-04-22,C66107,1,Too many problems.,Email,Enterprise
8745,2025-04-05,C13308,6,Some features could be better.,Support,Enterprise
8746,2025-04-30,C33076,5,Good product overall.,Support,Consumer
8747,2025-04-29,C18934,5,Generally satisfied.,Website,Consumer
8748,2025-04-05,C87482,1,Not intuitive enough.,Support,Consumer
8749,2025-04-15,C34350,5,Meets our basic needs.,Email,Enterprise
8750,2025-05-17,C48734,2,Needs significant improvement.,Mobile App,Enterprise
8751,2025-04-29,C35774,5,Could use some improvements.,Website,Consumer
8752,2025-04-21,C40761,4,Would not recommend.,Email,SMB
8753,2025-05-22,C57416,2,Too many problems.,Mobile App,Consumer
8754,2025-04-12,C30128,1,Would not recommend.,Website,Enterprise
8755,2025-04-28,C95330,2,Not intuitive enough.,Mobile App,Enterprise
8756,2025-05-20,C37099,5,Works as expected.,Support,SMB
8757,2025-04-07,C24724,2,Poor customer support.,Support,Enterprise
8758,2025-04-19,C10675,2,Frequent issues and bugs.,Support,Enterprise
8759,2025-04-29,C93052,1,Needs significant improvement.,Website,SMB
8760,2025-05-02,C95294,8,Best in class solution!,Website,SMB
8761,2025-04-18,C57769,1,Disappointed with the service.,Email,Consumer
8762,2025-05-25,C26386,9,Outstanding support team.,Email,SMB
8763,2025-05-04,C52183,1,Too many problems.,Support,SMB
8764,2025-04-07,C75162,10,Very satisfied with the experience.,Email,SMB
8765,2025-04-09,C91759,10,Very intuitive interface.,Support,SMB
8766,2025-04-30,C70886,3,Not intuitive enough.,Website,Consumer
8767,2025-05-12,C40318,9,Very satisfied with the experience.,Support,Consumer
8768,2025-04-12,C35754,5,Good product overall.,Mobile App,SMB
8769,2025-05-04,C35978,8,Great value for money.,Support,SMB
8770,2025-04-24,C53252,7,Could use some improvements.,Mobile App,SMB
8771,2025-05-09,C43304,2,Not intuitive enough.,Mobile App,Consumer
8772,2025-04-04,C95445,2,Needs significant improvement.,Mobile App,SMB
8773,2025-04-16,C91714,5,Good product overall.,Email,Consumer
8774,2025-04-21,C39055,5,Some features could be better.,Mobile App,Enterprise
8775,2025-04-17,C62702,9,Very satisfied with the experience.,Email,Consumer
8776,2025-05-30,C74843,3,Frequent issues and bugs.,Support,Consumer
8777,2025-05-05,C15545,4,Would not recommend.,Website,Consumer
8778,2025-04-08,C80419,3,Would not recommend.,Support,SMB
8779,2025-04-27,C87764,6,Meets our basic needs.,Mobile App,SMB
8780,2025-05-06,C95227,8,Best in class solution!,Mobile App,SMB
8781,2025-05-13,C84196,3,Needs significant improvement.,Mobile App,Consumer
8782,2025-04-27,C75706,9,Great value for money.,Website,SMB
8783,2025-04-22,C76674,3,Not intuitive enough.,Website,Consumer
8784,2025-05-28,C62197,8,Best in class solution!,Email,Enterprise
8785,2025-05-21,C81095,10,Exceeded our expectations.,Mobile App,Enterprise
8786,2025-04-16,C74369,5,Average experience.,Support,Enterprise
8787,2025-05-07,C45135,3,Would not recommend.,Website,SMB
8788,2025-04-06,C15544,10,Excellent ROI for our business.,Website,Enterprise
8789,2025-05-01,C11114,8,Very intuitive interface.,Website,SMB
8790,2025-04-04,C42724,3,Too many problems.,Mobile App,Enterprise
8791,2025-05-18,C50115,2,Too expensive for what it offers.,Website,Enterprise
8792,2025-04-12,C64638,6,Good product overall.,Support,Consumer
8793,2025-05-12,C54261,6,Good product overall.,Email,Enterprise
8794,2025-05-01,C10108,6,Good product overall.,Support,Consumer
8795,2025-04-13,C55656,8,Excellent ROI for our business.,Website,Enterprise
8796,2025-04-01,C59546,2,Difficult to use.,Website,SMB
8797,2025-04-25,C85499,10,Very satisfied with the experience.,Website,SMB
8798,2025-04-10,C94508,6,Works as expected.,Support,SMB
8799,2025-04-17,C90782,9,Exceeded our expectations.,Website,SMB
8800,2025-04-16,C52638,3,Needs significant improvement.,Email,Consumer
8801,2025-04-12,C45339,9,Excellent ROI for our business.,Website,Enterprise
8802,2025-05-20,C39605,2,Too many problems.,Support,Consumer
8803,2025-04-11,C70314,2,Poor customer support.,Support,Enterprise
8804,2025-05-06,C86375,3,Not worth the price.,Support,SMB
8805,2025-04-21,C97738,7,Good product overall.,Email,Enterprise
8806,2025-05-26,C93845,8,Very intuitive interface.,Support,SMB
8807,2025-04-16,C65639,6,Good but room for improvement.,Email,Enterprise
8808,2025-05-21,C48153,2,Too expensive for what it offers.,Support,SMB
8809,2025-05-26,C70437,8,Great value for money.,Email,Enterprise
8810,2025-05-02,C22023,1,Needs significant improvement.,Website,Enterprise
8811,2025-04-29,C56110,10,Great value for money.,Mobile App,Enterprise
8812,2025-04-03,C67605,4,Poor customer support.,Mobile App,Enterprise
8813,2025-04-12,C43123,1,Disappointed with the service.,Website,Consumer
8814,2025-05-24,C14724,6,Good product overall.,Website,Enterprise
8815,2025-05-31,C32231,10,Outstanding support team.,Website,Enterprise
8816,2025-05-04,C32605,7,Average experience.,Email,Consumer
8817,2025-05-17,C40456,5,Good product overall.,Support,Enterprise
8818,2025-05-12,C33784,6,Good product overall.,Email,Consumer
8819,2025-05-25,C39288,1,Frequent issues and bugs.,Support,Enterprise
8820,2025-04-03,C50671,3,Difficult to use.,Email,Enterprise
8821,2025-04-30,C95400,2,Would not recommend.,Email,Enterprise
8822,2025-05-21,C24437,3,Needs significant improvement.,Mobile App,SMB
8823,2025-05-03,C38305,2,Poor customer support.,Email,Enterprise
8824,2025-05-07,C34193,1,Not intuitive enough.,Mobile App,Consumer
8825,2025-05-21,C31305,9,Highly recommended!,Website,Enterprise
8826,2025-05-30,C66743,6,Decent performance.,Website,Consumer
8827,2025-04-14,C69528,6,Generally satisfied.,Website,SMB
8828,2025-05-15,C79745,5,Good product overall.,Website,Consumer
8829,2025-04-24,C69522,8,Transformative for our operations.,Email,SMB
8830,2025-04-19,C45820,3,Poor customer support.,Email,Consumer
8831,2025-05-10,C45908,6,Good but room for improvement.,Email,Enterprise
8832,2025-05-28,C92489,4,Poor customer support.,Email,SMB
8833,2025-05-21,C14604,2,Too expensive for what it offers.,Email,SMB
8834,2025-05-10,C41859,8,Excellent ROI for our business.,Support,Consumer
8835,2025-04-09,C12222,3,Too expensive for what it offers.,Email,Consumer
8836,2025-05-17,C16461,4,Difficult to use.,Mobile App,SMB
8837,2025-04-14,C15160,7,Good but room for improvement.,Email,Enterprise
8838,2025-04-07,C86825,7,Good product overall.,Email,SMB
8839,2025-04-22,C86230,5,Some features could be better.,Website,SMB
8840,2025-05-10,C93088,2,Would not recommend.,Support,Enterprise
8841,2025-05-31,C56538,8,Great value for money.,Mobile App,Enterprise
8842,2025-04-21,C50368,6,Decent performance.,Website,SMB
8843,2025-04-25,C59684,3,Too many problems.,Website,SMB
8844,2025-05-27,C86365,10,Excellent product and service!,Website,SMB
8845,2025-05-05,C51491,6,Good but room for improvement.,Email,SMB
8846,2025-04-15,C91560,2,Not worth the price.,Mobile App,SMB
8847,2025-04-27,C28626,5,Satisfactory service.,Website,Enterprise
8848,2025-05-27,C81725,4,Too expensive for what it offers.,Email,Consumer
8849,2025-05-02,C59447,10,Great value for money.,Website,SMB
8850,2025-04-30,C96819,5,Generally satisfied.,Website,Enterprise
8851,2025-04-01,C16170,4,Would not recommend.,Support,SMB
8852,2025-05-17,C77959,10,Excellent product and service!,Website,SMB
8853,2025-04-27,C70575,3,Would not recommend.,Support,Enterprise
8854,2025-04-10,C55450,10,Great value for money.,Website,SMB
8855,2025-05-25,C35415,4,Not intuitive enough.,Mobile App,Enterprise
8856,2025-05-19,C73058,10,Highly recommended!,Mobile App,Enterprise
8857,2025-04-16,C59268,5,Decent performance.,Email,SMB
8858,2025-05-13,C18574,6,Generally satisfied.,Email,Enterprise
8859,2025-04-13,C13639,6,Good product overall.,Website,SMB
8860,2025-05-24,C81197,1,Difficult to use.,Email,SMB
8861,2025-04-29,C24221,3,Not intuitive enough.,Email,Consumer
8862,2025-04-10,C78729,5,Good product overall.,Website,Enterprise
8863,2025-05-22,C83868,6,Generally satisfied.,Mobile App,Enterprise
8864,2025-04-30,C72059,7,Satisfactory service.,Support,Consumer
8865,2025-04-05,C19403,4,Frequent issues and bugs.,Mobile App,SMB
8866,2025-04-02,C87466,5,Generally satisfied.,Mobile App,Enterprise
8867,2025-04-14,C12455,8,Outstanding support team.,Support,Enterprise
8868,2025-04-17,C32411,2,Not intuitive enough.,Website,Enterprise
8869,2025-05-13,C77704,4,Disappointed with the service.,Email,SMB
8870,2025-05-28,C60724,1,Needs significant improvement.,Email,Enterprise
8871,2025-05-21,C61376,3,Too many problems.,Website,Consumer
8872,2025-04-08,C90468,6,Meets our basic needs.,Support,SMB
8873,2025-05-06,C38641,2,Would not recommend.,Support,Enterprise
8874,2025-05-20,C34861,4,Frequent issues and bugs.,Email,Enterprise
8875,2025-04-29,C17305,10,Exceeded our expectations.,Website,SMB
8876,2025-05-27,C58929,6,Satisfactory service.,Support,Consumer
8877,2025-05-16,C84563,10,Highly recommended!,Support,Consumer
8878,2025-04-20,C76528,2,Would not recommend.,Website,Consumer
8879,2025-05-31,C47535,3,Not worth the price.,Mobile App,SMB
8880,2025-05-03,C35488,9,Great value for money.,Mobile App,SMB
8881,2025-05-10,C46278,10,Great value for money.,Mobile App,Consumer
8882,2025-04-20,C14421,5,Generally satisfied.,Support,SMB
8883,2025-04-30,C51995,2,Would not recommend.,Email,SMB
8884,2025-04-25,C69526,7,Meets our basic needs.,Support,Enterprise
8885,2025-05-11,C67398,2,Not intuitive enough.,Mobile App,Enterprise
8886,2025-05-14,C96439,1,Would not recommend.,Mobile App,Enterprise
8887,2025-05-12,C52566,2,Difficult to use.,Support,SMB
8888,2025-05-27,C46772,10,Very intuitive interface.,Website,SMB
8889,2025-05-16,C95372,8,Very satisfied with the experience.,Website,SMB
8890,2025-04-04,C45089,1,Not worth the price.,Mobile App,Enterprise
8891,2025-04-26,C52586,1,Difficult to use.,Support,Enterprise
8892,2025-05-18,C49776,6,Good product overall.,Mobile App,Enterprise
8893,2025-05-07,C18751,7,Generally satisfied.,Support,Consumer
8894,2025-04-30,C85104,6,Generally satisfied.,Website,SMB
8895,2025-05-30,C65890,8,Very intuitive interface.,Email,Enterprise
8896,2025-04-27,C44307,2,Needs significant improvement.,Mobile App,Enterprise
8897,2025-04-16,C74647,6,Good but room for improvement.,Website,SMB
8898,2025-05-26,C37115,6,Could use some improvements.,Email,Consumer
8899,2025-04-07,C34291,7,Some features could be better.,Mobile App,Enterprise
8900,2025-05-12,C18434,2,Frequent issues and bugs.,Support,SMB
8901,2025-05-01,C37700,3,Would not recommend.,Mobile App,SMB
8902,2025-04-10,C22531,9,Transformative for our operations.,Website,Consumer
8903,2025-04-03,C97726,8,Great value for money.,Email,SMB
8904,2025-05-18,C24442,7,Average experience.,Website,SMB
8905,2025-04-26,C74159,8,Very satisfied with the experience.,Website,Consumer
8906,2025-04-05,C86646,6,Good but room for improvement.,Mobile App,Consumer
8907,2025-04-28,C17825,8,Great value for money.,Support,Consumer
8908,2025-04-09,C24098,3,Not intuitive enough.,Website,Enterprise
8909,2025-05-03,C15594,9,Great value for money.,Support,Consumer
8910,2025-04-05,C24470,7,Good but room for improvement.,Support,Consumer
8911,2025-05-31,C49110,1,Too expensive for what it offers.,Support,Consumer
8912,2025-05-23,C89986,3,Not intuitive enough.,Support,SMB
8913,2025-05-01,C37270,4,Difficult to use.,Email,SMB
8914,2025-05-29,C58178,5,Works as expected.,Email,Consumer
8915,2025-04-04,C38915,2,Not worth the price.,Website,Enterprise
8916,2025-04-01,C22661,5,Meets our basic needs.,Email,Enterprise
8917,2025-05-09,C98575,9,Very satisfied with the experience.,Email,Consumer
8918,2025-04-29,C20763,8,Very intuitive interface.,Email,Enterprise
8919,2025-05-27,C59995,7,Decent performance.,Email,Consumer
8920,2025-04-25,C13309,7,Some features could be better.,Website,Consumer
8921,2025-05-28,C60097,10,Transformative for our operations.,Support,SMB
8922,2025-04-10,C16406,10,Very intuitive interface.,Website,Enterprise
8923,2025-05-18,C58306,6,Good product overall.,Website,Enterprise
8924,2025-05-23,C70640,7,Good but room for improvement.,Support,SMB
8925,2025-05-05,C54928,3,Not worth the price.,Support,Enterprise
8926,2025-05-29,C66821,7,Average experience.,Website,Enterprise
8927,2025-04-27,C37443,1,Difficult to use.,Support,Enterprise
8928,2025-04-13,C91444,2,Disappointed with the service.,Email,SMB
8929,2025-05-13,C40205,2,Disappointed with the service.,Mobile App,Consumer
8930,2025-05-09,C45299,1,Difficult to use.,Mobile App,Consumer
8931,2025-04-26,C52364,9,Outstanding support team.,Email,SMB
8932,2025-04-15,C83093,9,Very intuitive interface.,Website,Consumer
8933,2025-05-26,C38983,7,Decent performance.,Email,SMB
8934,2025-04-19,C75539,9,Very satisfied with the experience.,Mobile App,SMB
8935,2025-04-17,C93290,10,Excellent product and service!,Email,Enterprise
8936,2025-05-27,C25395,5,Meets our basic needs.,Support,SMB
8937,2025-05-22,C36393,7,Decent performance.,Website,Consumer
8938,2025-04-04,C77390,10,Excellent ROI for our business.,Email,SMB
8939,2025-04-16,C61192,8,Transformative for our operations.,Website,Consumer
8940,2025-04-18,C86414,5,Could use some improvements.,Mobile App,SMB
8941,2025-04-05,C33173,10,Outstanding support team.,Website,SMB
8942,2025-04-18,C29870,5,Some features could be better.,Support,Enterprise
8943,2025-04-29,C56785,7,Could use some improvements.,Mobile App,SMB
8944,2025-05-07,C52930,7,Meets our basic needs.,Website,SMB
8945,2025-05-12,C16126,6,Some features could be better.,Email,Enterprise
8946,2025-05-13,C17096,5,Good but room for improvement.,Website,SMB
8947,2025-05-05,C22544,10,Exceeded our expectations.,Website,Consumer
8948,2025-04-30,C74006,7,Average experience.,Mobile App,SMB
8949,2025-05-17,C45237,4,Too many problems.,Website,SMB
8950,2025-05-22,C25358,10,Excellent ROI for our business.,Email,SMB
8951,2025-04-13,C72209,8,Outstanding support team.,Email,SMB
8952,2025-05-27,C41469,3,Difficult to use.,Support,SMB
8953,2025-05-10,C53818,3,Would not recommend.,Website,Consumer
8954,2025-04-26,C91191,10,Great value for money.,Website,Consumer
8955,2025-04-02,C21354,1,Too many problems.,Email,Enterprise
8956,2025-04-01,C11147,7,Could use some improvements.,Support,Enterprise
8957,2025-04-17,C52609,5,Could use some improvements.,Website,SMB
8958,2025-05-10,C18040,1,Would not recommend.,Website,SMB
8959,2025-04-26,C40410,8,Very satisfied with the experience.,Mobile App,Consumer
8960,2025-04-13,C40209,2,Frequent issues and bugs.,Website,SMB
8961,2025-04-07,C49327,9,Very satisfied with the experience.,Support,Enterprise
8962,2025-05-15,C17616,9,Best in class solution!,Email,Consumer
8963,2025-04-09,C27203,10,Best in class solution!,Website,Enterprise
8964,2025-05-29,C93616,6,Decent performance.,Email,Consumer
8965,2025-05-03,C93913,9,Best in class solution!,Support,Consumer
8966,2025-05-18,C63693,2,Difficult to use.,Website,Consumer
8967,2025-05-11,C42235,5,Works as expected.,Website,SMB
8968,2025-04-05,C32446,4,Difficult to use.,Mobile App,SMB
8969,2025-05-19,C46564,3,Frequent issues and bugs.,Support,SMB
8970,2025-05-17,C58034,9,Very satisfied with the experience.,Email,SMB
8971,2025-05-27,C88896,9,Outstanding support team.,Mobile App,SMB
8972,2025-05-23,C46933,6,Some features could be better.,Email,Enterprise
8973,2025-04-17,C48667,7,Some features could be better.,Mobile App,Consumer
8974,2025-04-01,C99326,5,Average experience.,Mobile App,SMB
8975,2025-05-30,C25408,8,Best in class solution!,Support,Enterprise
8976,2025-05-15,C80558,10,Highly recommended!,Support,Consumer
8977,2025-05-30,C51426,9,Exceeded our expectations.,Support,Enterprise
8978,2025-05-19,C69809,8,Very intuitive interface.,Email,Consumer
8979,2025-05-11,C87672,8,Best in class solution!,Mobile App,Enterprise
8980,2025-04-25,C38113,7,Decent performance.,Website,SMB
8981,2025-04-27,C18191,7,Good but room for improvement.,Mobile App,SMB
8982,2025-05-17,C78303,10,Highly recommended!,Website,SMB
8983,2025-04-10,C66967,2,Not intuitive enough.,Website,SMB
8984,2025-04-02,C67328,5,Works as expected.,Support,Consumer
8985,2025-04-17,C84879,8,Exceeded our expectations.,Mobile App,Consumer
8986,2025-04-20,C69681,10,Excellent product and service!,Website,SMB
8987,2025-05-28,C79990,4,Too expensive for what it offers.,Support,Consumer
8988,2025-05-21,C14173,6,Could use some improvements.,Website,SMB
8989,2025-05-27,C62807,1,Not intuitive enough.,Support,Enterprise
8990,2025-05-02,C25844,3,Needs significant improvement.,Mobile App,Consumer
8991,2025-05-24,C22339,5,Good but room for improvement.,Website,Enterprise
8992,2025-05-10,C90574,6,Works as expected.,Website,Enterprise
8993,2025-05-10,C53523,2,Difficult to use.,Support,Consumer
8994,2025-04-26,C42596,10,Great value for money.,Mobile App,Consumer
8995,2025-04-10,C60472,1,Difficult to use.,Website,SMB
8996,2025-04-19,C12806,2,Disappointed with the service.,Email,Consumer
8997,2025-05-10,C68991,8,Exceeded our expectations.,Support,Consumer
8998,2025-04-14,C34840,9,Very satisfied with the experience.,Email,Enterprise
8999,2025-05-11,C59203,6,Some features could be better.,Mobile App,Enterprise
9000,2025-04-06,C99962,9,Highly recommended!,Website,SMB
9001,2025-04-24,C18272,7,Some features could be better.,Email,SMB
9002,2025-05-30,C23369,3,Not intuitive enough.,Mobile App,SMB
9003,2025-05-10,C75482,7,Satisfactory service.,Email,SMB
9004,2025-04-25,C69498,7,Works as expected.,Mobile App,Enterprise
9005,2025-05-15,C82312,9,Excellent ROI for our business.,Website,Enterprise
9006,2025-04-13,C45497,9,Exceeded our expectations.,Mobile App,Enterprise
9007,2025-04-20,C36238,1,Disappointed with the service.,Support,Enterprise
9008,2025-05-11,C20154,2,Poor customer support.,Support,Consumer
9009,2025-05-17,C73300,5,Meets our basic needs.,Support,Consumer
9010,2025-05-22,C57183,9,Excellent product and service!,Email,Enterprise
9011,2025-04-02,C90091,9,Highly recommended!,Email,SMB
9012,2025-04-07,C42822,5,Good product overall.,Mobile App,SMB
9013,2025-05-15,C73462,7,Satisfactory service.,Mobile App,Enterprise
9014,2025-04-30,C38992,6,Some features could be better.,Website,SMB
9015,2025-05-12,C85476,10,Excellent ROI for our business.,Support,Enterprise
9016,2025-04-19,C39810,7,Some features could be better.,Email,Enterprise
9017,2025-04-01,C14800,4,Frequent issues and bugs.,Mobile App,Consumer
9018,2025-05-05,C80063,3,Not intuitive enough.,Mobile App,Enterprise
9019,2025-04-05,C13541,9,Great value for money.,Support,Consumer
9020,2025-05-13,C65561,10,Highly recommended!,Website,Consumer
9021,2025-05-30,C78975,9,Great value for money.,Mobile App,Enterprise
9022,2025-04-18,C78905,1,Not intuitive enough.,Website,Enterprise
9023,2025-04-24,C56048,5,Generally satisfied.,Mobile App,SMB
9024,2025-05-03,C25707,5,Average experience.,Support,Enterprise
9025,2025-04-13,C53927,4,Too expensive for what it offers.,Website,Consumer
9026,2025-04-15,C72197,5,Good product overall.,Website,SMB
9027,2025-04-15,C25916,6,Satisfactory service.,Website,Enterprise
9028,2025-05-30,C28517,2,Too expensive for what it offers.,Website,Enterprise
9029,2025-05-03,C88775,9,Transformative for our operations.,Mobile App,Consumer
9030,2025-05-29,C54991,8,Exceeded our expectations.,Mobile App,SMB
